timestamp,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,pressure_1,pressure_2,pressure_3,pressure_4,pressure_5
2019-01-01T00:00:04Z,0.4328,-0.0723,-0.0057,-0.296,-2.8523,-1.9328,-1.2445,-2.9037,-0.4916,0.0224
2019-01-01T00:01:01Z,0.0671,0.2425,0.201,-0.9488,2.7606,1.4679,-2.2535,-0.9427,2.2233,0.7536
2019-01-01T00:02:06Z,0.106,0.0615,0.1948,2.3834,-0.2861,-0.1715,2.933,-1.5013,-1.6273,-0.154
2019-01-01T00:03:01Z,0.5897,0.098,0.3385,-1.8651,1.3817,-1.4747,0.1926,0.4818,-0.8801,0.4534
2019-01-01T00:04:04Z,-0.017,0.3838,0.511,0.4377,-1.9249,-0.857,0.9831,-0.4732,1.029,1.2375
2019-01-01T00:05:07Z,0.2797,0.291,0.393,1.4511,2.3289,1.6987,-2.5207,0.6959,-2.0131,0.0157
2019-01-01T00:06:08Z,-0.4306,0.5428,0.6012,0.0444,-1.2402,-0.3386,3.2032,0.6636,-0.1432,-0.3818
2019-01-01T00:07:02Z,0.6139,0.676,0.5045,-2.5282,-0.6539,0.4835,1.6182,0.4769,-1.819,0.7536
2019-01-01T00:08:07Z,0.3488,0.8015,0.624,3.6175,2.5189,1.7856,1.9258,3.1968,0.9802,1.2015
2019-01-01T00:09:02Z,1.0049,0.8361,0.8316,3.3295,3.4555,0.562,0.6831,0.5402,2.8712,1.1131
2019-01-01T00:10:04Z,0.0199,0.6436,0.8007,4.1757,0.1008,1.0844,1.8809,1.3589,1.3077,2.7914
2019-01-01T00:11:05Z,0.2652,0.8201,1.0752,-0.6036,0.2778,0.9442,2.9142,0.9676,2.3252,0.361
2019-01-01T00:12:09Z,0.7612,0.9501,1.0477,4.2184,0.2104,1.4322,-1.4302,-0.4899,2.786,-1.1916
2019-01-01T00:13:04Z,1.6014,1.2624,1.0334,2.3228,-0.0577,1.9856,2.5271,2.8127,2.4871,0.5325
2019-01-01T00:14:10Z,1.5259,1.2082,1.242,0.2105,1.9033,0.727,1.8404,1.8472,1.2497,-0.1232
2019-01-01T00:15:07Z,1.0951,1.5191,1.4033,0.561,4.3033,0.2035,4.1911,1.9926,2.9163,1.51
2019-01-01T00:16:04Z,0.8856,1.4207,1.354,-0.2198,0.3623,2.6762,2.6319,1.0043,0.7497,0.7088
2019-01-01T00:17:03Z,2.0377,1.5427,1.494,1.1008,0.8572,0.8204,2.0349,-0.6936,1.5141,1.4606
2019-01-01T00:18:06Z,1.389,1.427,1.5509,-0.7021,2.4218,1.206,0.8095,0.632,-0.9802,0.4301
2019-01-01T00:19:02Z,2.1822,1.3141,1.6435,-0.663,1.8644,2.1849,2.9273,0.4257,2.487,1.5656
2019-01-01T00:20:03Z,1.9762,1.8057,1.6073,0.9291,0.7241,2.0308,0.7913,0.9276,3.3326,0.7705
2019-01-01T00:21:10Z,1.9398,1.6821,1.8228,4.2332,1.0145,2.5491,6.5049,3.6298,1.4035,2.4745
2019-01-01T00:22:09Z,1.736,1.8852,1.8137,0.2797,0.5408,-0.1696,1.9944,0.3488,2.6666,2.6791
2019-01-01T00:23:07Z,1.9552,1.6702,1.8548,1.4293,7.4961,2.261,3.2552,4.2817,1.7925,1.985
2019-01-01T00:24:03Z,1.6501,1.8502,1.9462,3.3579,1.3854,3.1509,4.9922,1.1238,2.0511,2.5647
2019-01-01T00:25:10Z,1.7778,1.9961,1.9965,1.6995,3.8696,-0.2902,3.4835,0.7528,0.1784,2.3755
2019-01-01T00:26:01Z,1.8654,2.0236,2.0369,6.1642,1.7684,2.8016,5.0445,2.688,3.0647,2.4565
2019-01-01T00:27:07Z,1.7732,2.1296,2.1349,4.4757,3.6279,1.8529,3.4475,2.4168,2.299,2.9157
2019-01-01T00:28:02Z,1.6906,2.094,2.3525,2.47,3.4295,3.4272,2.0434,3.3646,2.4551,2.0979
2019-01-01T00:29:01Z,2.2505,2.1655,2.157,3.0512,-2.2361,2.3655,4.5314,3.4035,2.9379,3.8766
2019-01-01T00:30:01Z,2.487,2.3419,2.3307,4.5846,0.8257,1.0233,2.0229,4.106,1.9133,2.7496
2019-01-01T00:31:03Z,2.0585,2.4218,2.4363,4.9928,3.7572,1.7659,7.1531,6.1004,2.0428,3.2917
2019-01-01T00:32:01Z,2.248,2.5466,2.4783,-1.0729,-0.8161,3.0429,2.5583,4.2904,3.6312,1.6669
2019-01-01T00:33:10Z,2.5276,2.666,2.6198,6.2088,3.1091,4.5461,2.3261,4.6458,4.7288,2.1481
2019-01-01T00:34:01Z,1.5899,2.5104,2.502,1.046,4.1283,2.2271,1.754,1.3918,3.1428,2.7953
2019-01-01T00:35:07Z,2.3406,2.5004,2.7696,3.7316,4.2863,2.5536,1.6944,2.9403,4.3643,1.8398
2019-01-01T00:36:03Z,3.4943,2.5678,2.5735,2.6043,4.4357,2.3624,3.5316,2.9914,2.5471,3.6537
2019-01-01T00:37:10Z,2.0936,2.6517,2.6577,3.4864,5.6552,1.7169,2.5402,2.5411,1.7478,3.2307
2019-01-01T00:38:06Z,3.1392,2.746,2.7887,2.1422,0.1713,3.0823,2.3992,1.51,3.7387,2.4521
2019-01-01T00:39:01Z,2.1416,2.9164,2.8286,6.0156,3.1513,3.7989,1.5681,4.0222,2.1557,2.5335
2019-01-01T00:40:06Z,2.2228,2.8113,2.8064,4.3206,5.5973,3.9782,2.0107,5.7427,3.0491,3.2126
2019-01-01T00:41:07Z,3.2225,2.8629,2.7032,2.3846,1.7458,1.579,3.5002,-0.6642,4.4379,3.248
2019-01-01T00:42:03Z,2.8079,2.7615,2.8515,4.0807,3.6612,4.4598,0.9423,1.5243,4.7488,2.5858
2019-01-01T00:43:01Z,2.6069,2.968,2.8959,-1.8891,2.0135,2.3613,3.2307,1.6982,1.3154,2.7875
2019-01-01T00:44:10Z,3.6845,2.7611,2.871,3.288,4.3369,2.168,3.9058,2.631,3.0306,2.7412
2019-01-01T00:45:01Z,3.2025,2.9888,2.9334,0.4651,3.5122,3.2889,3.9665,1.8569,3.8931,2.247
2019-01-01T00:46:02Z,2.7815,3.1591,2.8281,2.0803,3.563,2.5581,2.5951,2.4976,4.6578,3.0459
2019-01-01T00:47:09Z,3.1735,2.9977,2.8081,5.2004,0.3223,2.1903,0.7173,2.2786,2.5851,1.7135
2019-01-01T00:48:09Z,2.6507,3.0712,2.9367,4.0855,2.5526,4.5637,3.1783,2.5717,0.74,2.3049
2019-01-01T00:49:03Z,3.1253,3.0347,3.0447,5.0882,5.6851,2.5786,3.9347,2.3445,2.7136,2.2602
2019-01-01T00:50:05Z,3.2759,2.959,2.9626,-1.3082,1.8966,2.9794,2.9276,3.6349,5.1774,3.1785
2019-01-01T00:51:06Z,2.8471,3.1062,3.0466,3.1963,2.0935,4.1411,4.8407,2.4886,3.5234,2.2449
2019-01-01T00:52:08Z,3.0083,3.0683,3.0138,2.0848,2.6428,2.7516,3.5547,3.5388,-0.1996,3.2715
2019-01-01T00:53:10Z,3.2018,3.1801,3.0238,3.3881,2.1745,4.1878,5.1046,-0.1888,4.7696,3.2848
2019-01-01T00:54:08Z,2.903,3.0048,2.9407,4.1128,1.8304,2.494,6.019,4.7698,4.6951,3.0384
2019-01-01T00:55:06Z,3.2697,3.1061,3.0499,9.193,1.7469,1.6496,3.0323,6.6503,2.9556,3.3652
2019-01-01T00:56:04Z,4.1118,3.021,2.9215,3.8739,1.6703,1.8336,5.0553,2.1119,3.5844,4.32
2019-01-01T00:57:04Z,3.2921,2.894,2.966,1.3424,4.583,1.6433,0.5961,4.8733,3.3721,2.9882
2019-01-01T00:58:07Z,2.4859,2.7647,3.1115,6.4229,1.1151,4.243,4.9359,4.9916,2.8323,2.7868
2019-01-01T00:59:10Z,3.6452,2.9079,3.0601,0.6093,2.9411,2.6567,1.1654,0.099,3.4168,2.5323
2019-01-01T01:00:03Z,3.4585,2.9448,3.0922,-0.3725,3.2903,1.0796,5.3858,4.256,4.8567,4.6688
2019-01-01T01:01:07Z,2.8603,2.9749,3.0715,3.7259,4.1271,3.4334,1.6303,2.8598,1.9564,3.5362
2019-01-01T01:02:01Z,3.07,3.0545,2.9114,2.4858,2.7199,3.3868,2.0648,2.6371,3.61,3.99
2019-01-01T01:03:08Z,3.3043,2.8747,3.0353,2.0447,0.0789,4.0127,-0.217,2.7198,-2.8607,1.3166
2019-01-01T01:04:04Z,2.2741,2.8682,2.6847,3.4431,-0.4043,4.9175,2.6865,4.6812,3.8347,2.9974
2019-01-01T01:05:04Z,3.2449,2.7857,2.9152,4.3987,4.9793,2.952,3.7106,1.6394,4.5955,3.3247
2019-01-01T01:06:02Z,2.3089,3.0652,2.8144,1.3947,4.3507,2.4745,3.5522,1.9064,2.053,2.0108
2019-01-01T01:07:06Z,3.2629,2.7434,2.9079,6.8199,2.2596,2.1898,3.2997,-0.1929,4.4254,3.1914
2019-01-01T01:08:06Z,2.1015,2.6709,2.7372,0.5894,2.1448,2.6822,3.0882,2.7199,1.2199,3.4655
2019-01-01T01:09:03Z,3.0547,3.0121,2.7206,4.8387,-1.3013,2.6784,2.3049,6.0916,4.7112,2.0454
2019-01-01T01:10:06Z,2.6382,2.7759,2.7216,1.2399,6.3146,1.1936,1.6828,0.7856,6.9015,2.7388
2019-01-01T01:11:06Z,2.8509,2.9548,2.7388,0.4923,4.076,3.435,4.8531,2.6094,2.533,2.444
2019-01-01T01:12:01Z,3.1755,2.4676,2.7342,2.8221,3.351,3.0363,1.0834,1.6176,5.2559,3.4213
2019-01-01T01:13:01Z,3.0154,2.9847,2.8314,1.0904,3.3692,-0.1542,0.9007,0.1278,4.4134,2.5095
2019-01-01T01:14:03Z,2.9695,2.613,2.5935,-1.0668,5.5387,2.3559,5.5229,1.2902,1.6552,3.0649
2019-01-01T01:15:10Z,3.0534,2.8103,2.5177,5.62,5.1826,2.6231,-0.1381,2.1227,4.1064,2.2527
2019-01-01T01:16:04Z,2.8671,2.8144,2.6452,1.7976,4.2233,3.3912,4.1406,2.7899,0.8102,2.0457
2019-01-01T01:17:01Z,2.249,2.5298,2.6933,0.8593,5.3031,2.5252,-0.1724,0.0879,2.5128,3.3028
2019-01-01T01:18:04Z,2.7761,2.6744,2.6427,3.1247,3.6698,0.9527,1.5627,3.673,1.9041,2.7006
2019-01-01T01:19:02Z,2.334,2.4742,2.5936,-0.8736,2.6721,3.1376,3.8671,2.232,1.816,2.7645
2019-01-01T01:20:03Z,2.5153,2.4969,2.5088,4.4674,2.3411,1.1841,4.2947,4.0495,1.0574,1.503
2019-01-01T01:21:10Z,2.1664,2.5775,2.5392,2.4755,2.7254,0.6184,2.1688,4.8974,0.6018,2.6395
2019-01-01T01:22:10Z,2.2394,2.2918,2.4106,4.5793,2.2017,0.7402,3.9059,4.4329,-0.8721,2.3315
2019-01-01T01:23:03Z,2.5498,2.6155,2.3705,2.8178,4.1017,2.4775,3.5908,0.2481,3.4213,1.9275
2019-01-01T01:24:09Z,2.3483,2.21,2.3841,3.5065,1.7373,2.5615,1.0323,3.1702,2.4023,2.4322
2019-01-01T01:25:02Z,2.8366,2.3365,2.2002,2.5673,1.9689,3.4281,0.2675,0.6403,3.3494,1.9681
2019-01-01T01:26:07Z,1.7753,2.2242,2.3151,-0.1102,0.5282,2.4919,3.1361,2.4935,3.7266,1.1397
2019-01-01T01:27:10Z,1.7593,2.2061,2.1816,3.7288,2.716,2.3128,0.2603,1.5734,2.9009,2.9476
2019-01-01T01:28:09Z,1.3426,2.2525,2.3216,4.5901,4.3727,2.4109,4.5711,3.3739,3.7763,1.8278
2019-01-01T01:29:02Z,1.9642,2.1632,2.1201,6.3072,1.6933,1.0797,0.5257,1.4153,0.7477,2.8697
2019-01-01T01:30:02Z,1.7405,2.2727,2.0934,2.424,0.8402,2.9766,0.1322,4.0141,4.1329,1.8106
2019-01-01T01:31:10Z,1.3414,2.1925,2.0706,-0.2577,0.8806,2.5903,2.3977,2.9042,-2.063,2.6334
2019-01-01T01:32:10Z,1.3974,1.8573,1.9608,2.1578,-1.1232,1.7769,2.7734,4.1136,4.5703,2.7118
2019-01-01T01:33:02Z,1.7183,1.9747,1.8428,2.9316,3.1261,2.8593,2.7485,2.9034,1.4437,2.1647
2019-01-01T01:34:10Z,0.6513,2.0088,1.9433,1.005,3.3504,1.6329,-0.2509,1.9302,-0.2144,1.8533
2019-01-01T01:35:08Z,2.8379,1.9447,1.8519,2.4502,2.5561,2.8898,4.6851,2.1545,1.7468,1.2792
2019-01-01T01:36:06Z,2.0441,1.9601,1.8893,-0.5354,0.6947,3.3956,2.0639,3.8612,0.7212,2.6122
2019-01-01T01:37:02Z,1.92,1.7696,1.8205,2.8579,0.7492,2.2016,0.4671,3.2865,0.0994,2.0214
2019-01-01T01:38:05Z,2.1874,1.7914,1.8106,-0.7158,0.0852,1.2044,2.01,1.6435,2.7834,1.5354
2019-01-01T01:39:01Z,1.7596,1.56,1.782,0.5314,5.025,0.1924,-2.9796,1.6057,2.9924,1.3272
2019-01-01T01:40:02Z,1.4347,1.76,1.6593,4.1925,3.1842,2.6652,0.7163,-0.2489,1.6327,0.5985
2019-01-01T01:41:06Z,1.6728,1.6703,1.6962,4.0387,2.5885,2.0516,-0.0569,1.012,0.0804,1.5815
2019-01-01T01:42:06Z,2.0416,1.543,1.7156,4.5308,1.365,2.2933,1.4138,2.4464,1.5351,2.0585
2019-01-01T01:43:10Z,0.9058,1.4163,1.7085,0.7049,3.3877,1.9329,0.4725,1.0165,-2.968,3.1576
2019-01-01T01:44:09Z,1.8686,1.5705,1.6496,2.924,4.7608,2.4194,3.8665,2.1784,2.5611,2.6083
2019-01-01T01:45:09Z,2.3223,1.6169,1.4928,6.0656,1.4373,1.3056,3.921,2.7249,2.5293,1.2659
2019-01-01T01:46:10Z,1.9478,1.4486,1.6214,2.6683,3.6469,0.3766,1.4562,1.0924,2.4836,1.2069
2019-01-01T01:47:02Z,1.2166,1.6184,1.4603,2.9399,0.6773,0.4466,2.7438,0.0639,0.8285,1.5652
2019-01-01T01:48:02Z,0.8594,1.5843,1.5028,3.2424,2.9876,2.098,-0.79,1.978,-1.1257,1.7732
2019-01-01T01:49:05Z,2.2204,1.2585,1.4577,3.1794,1.6275,1.9129,0.8937,-0.7062,1.4546,1.0784
2019-01-01T01:50:06Z,1.6716,1.7774,1.3492,0.972,1.4927,0.6301,3.5207,2.6301,-0.59,2.0235
2019-01-01T01:51:04Z,1.4996,1.5694,1.4152,-0.0205,1.0722,0.7466,0.17,0.3332,1.2469,0.5542
2019-01-01T01:52:07Z,1.7535,1.5157,1.3307,-0.789,2.8935,-0.1914,3.1835,-1.2664,-1.7355,0.9773
2019-01-01T01:53:10Z,1.9678,1.1131,1.3784,2.7606,3.2634,3.1966,0.8687,-0.2348,2.3181,1.4609
2019-01-01T01:54:10Z,1.283,1.2067,1.2605,0.806,4.6648,1.567,2.9548,0.2679,-0.0585,2.8681
2019-01-01T01:55:07Z,1.2254,1.4258,1.3593,4.1333,0.3856,1.6576,0.6368,0.2919,0.5178,1.9776
2019-01-01T01:56:06Z,1.7457,1.4797,1.2863,1.0134,-1.5352,0.7513,3.705,-0.0773,1.7772,1.5367
2019-01-01T01:57:05Z,0.9603,1.2381,1.2266,1.152,-1.9601,1.5447,3.9926,6.1047,0.8498,1.4423
2019-01-01T01:58:03Z,1.4018,1.4635,1.2354,-0.2007,3.8323,0.5751,2.5205,2.8458,0.7454,0.3038
